,CoC Number,Coc,Year,permanent_housing,homeless,poverty,unemployment_rate,Population,Male,Female,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Two or More Races,Non Hispanic,Hispanic,Drug Deaths,Suicide Deaths
224,NY-600,New York City,2021,34884.0,68358,8315953.0,49.6,8467513,4064170,4403343,4412445,2332865,124992,1311381,18296,267534,6003393,2464120,2540.0,533.0
225,PA-500,Philadelphia,2007,5961.0,7640,1397787.0,6.3,1530031,715302,814729,739317,675846,6536,85131,1860,21341,1360799,169232,356.0,134.0
226,PA-500,Philadelphia,2008,5426.0,6871,1394536.0,7.1,1540351,720459,819892,745855,677043,6775,86821,1907,21950,1365048,175303,383.0,178.0
227,PA-500,Philadelphia,2009,3988.0,6304,1494227.0,9.7,1547297,724551,822746,751673,675987,7024,88321,1947,22345,1366005,181292,351.0,153.0
228,PA-500,Philadelphia,2010,4204.0,6084,1478501.0,10.3,1526006,719813,806193,696866,682166,12127,99418,1999,33430,1338395,187611,342.0,146.0
229,PA-500,Philadelphia,2011,4732.0,6180,1487011.0,10.5,1540615,727164,813451,698736,688754,12426,103623,2015,35061,1344403,196212,436.0,167.0
230,PA-500,Philadelphia,2012,4840.0,5780,1498157.0,10.6,1552087,733021,819066,701539,693080,12611,106394,2087,36376,1348770,203317,460.0,172.0
231,PA-500,Philadelphia,2013,5409.0,5645,1502340.0,10.0,1558713,736718,821995,700806,695636,12973,109496,2203,37599,1349628,209085,402.0,156.0
232,PA-500,Philadelphia,2014,5502.0,5738,1509769.0,8.2,1565949,740475,825474,701946,697146,13201,112348,2308,39000,1350188,215761,516.0,164.0
233,PA-500,Philadelphia,2015,5808.0,5998,1517222.0,7.2,1571679,743429,828250,702301,698440,13515,114823,2447,40153,1350145,221534,568.0,163.0
234,PA-500,Philadelphia,2016,6046.0,6112,1517920.0,6.7,1576604,746448,830156,703709,698119,13653,117328,2541,41254,1349476,227128,746.0,149.0
235,PA-500,Philadelphia,2017,6179.0,5693,1531792.0,6.3,1581699,748615,833084,705516,697220,13854,120125,2616,42368,1348262,233437,1047.0,163.0
236,PA-500,Philadelphia,2018,4926.0,5788,1533931.0,5.8,1586422,751212,835210,706957,696392,14138,122553,2762,43620,1345658,240764,950.0,160.0
237,PA-500,Philadelphia,2019,4991.0,5735,1533752.0,5.7,1584439,750076,834363,706202,692815,14268,123862,2834,44458,1341058,243381,1005.0,169.0
238,PA-500,Philadelphia,2020,5131.0,5634,1530489.0,12.4,1578487,747016,831471,704367,686918,14405,124711,2834,45252,1332640,245847,1114.0,167.0
239,PA-500,Philadelphia,2021,5347.0,4302,1528797.0,9.2,1576251,749447,826804,699767,686917,14681,125715,2760,46411,1325766,250485,1174.0,183.0
240,TX-503,Austin/Travis County,2007,254.0,5281,953213.0,3.7,970477,499994,470483,807536,86909,7541,51922,1119,15450,655960,314517,98.0,108.0
241,TX-503,Austin/Travis County,2008,374.0,3451,977499.0,4.2,998561,514874,483687,830346,88727,7964,53994,1194,16336,670122,328439,80.0,104.0
242,TX-503,Austin/Travis County,2009,453.0,2641,1005242.0,6.7,1026158,529439,496719,852378,90426,8408,56448,1254,17244,684723,341435,118.0,113.0
243,TX-503,Austin/Travis County,2010,540.0,2087,1008618.0,6.8,1024266,516637,507629,832727,91840,14509,61300,1094,22796,681500,342766,120.0,127.0
244,TX-503,Austin/Travis County,2011,871.0,2362,1040890.0,6.6,1061662,535066,526596,862304,94669,14645,64609,1170,24265,704766,356896,154.0,107.0
245,TX-503,Austin/Travis County,2012,957.0,2244,1073169.0,5.5,1096918,552429,544489,888894,98321,14885,68069,1212,25537,727655,369263,156.0,142.0
246,TX-503,Austin/Travis County,2013,1035.0,2090,1098400.0,5.1,1122346,565344,557002,908058,100430,14971,71130,1271,26486,743148,379198,156.0,138.0
247,TX-503,Austin/Travis County,2014,1032.0,1987,1128678.0,4.1,1152411,580509,571902,929490,103130,14941,75487,1339,28024,763310,389101,131.0,141.0
248,TX-503,Austin/Travis County,2015,1132.0,1832,1154396.0,3.3,1180003,594999,585004,948965,105285,15000,79847,1384,29522,781262,398741,137.0,159.0
249,TX-503,Austin/Travis County,2016,1350.0,2138,1177093.0,3.2,1206283,609022,597261,967157,107652,15086,84050,1411,30927,798765,407518,147.0,134.0
250,TX-503,Austin/Travis County,2017,1299.0,2036,1204389.0,3.1,1227373,619889,607484,981235,109558,15305,87940,1459,31876,813413,413960,146.0,164.0
251,TX-503,Austin/Travis County,2018,1281.0,2147,1226556.0,2.9,1246693,630111,616582,993836,111615,15371,91088,1523,33260,827082,419611,162.0,157.0
252,TX-503,Austin/Travis County,2019,1273.0,2255,1251336.0,2.6,1273567,643306,630261,1011932,114587,15577,95509,1623,34339,846834,426733,165.0,167.0
253,TX-503,Austin/Travis County,2020,1351.0,2506,1278304.0,6.4,1300503,656936,643567,1029364,117789,15682,100067,1666,35935,867144,433359,216.0,159.0
254,TX-503,Austin/Travis County,2021,1448.0,2954,1283902.0,4.0,1305154,662846,642308,1029295,118509,15724,102935,1726,36965,869717,435437,269.0,198.0
255,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery",2007,1395.0,10363,4798915.0,12.3,4830129,2416459,2413670,3560897,869942,29932,301545,6310,61503,3140616,1689513,590.0,466.0
256,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery",2008,1911.0,10363,4891584.0,13.3,4944449,2476315,2468134,3641150,885051,31693,314440,6782,65333,3183645,1760804,359.0,483.0
257,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery",2009,1524.0,7576,5020176.0,21.5,5075577,2544182,2531395,3731616,905721,33526,327937,7272,69505,3239653,1835924,503.0,565.0
258,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery",2010,1729.0,6368,5102158.0,23.6,5133580,2550684,2582896,3672804,946490,54981,373330,6363,79612,3228375,1905205,518.0,521.0
259,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery",2011,3002.0,8471,5201666.0,22.7,5256714,2609236,2647478,3750724,967700,55647,392299,6287,84057,3290896,1965818,469.0,553.0
260,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery",2012,3066.0,7187,5307124.0,18.4,5371913,2666123,2705790,3819861,989746,56301,410941,6353,88711,3354936,2016977,432.0,535.0
261,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery",2013,3242.0,6359,5430373.0,17.1,5502677,2731875,2770802,3898529,1013594,57386,432887,6495,93786,3429507,2073170,496.0,535.0
262,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery",2014,3676.0,5308,5586712.0,14.2,5656190,2808508,2847682,3988684,1043327,58328,459488,6590,99773,3520845,2135345,482.0,561.0
263,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery",2015,3772.0,4609,5730616.0,13.3,5807732,2884331,2923401,4076360,1073679,59465,485742,6746,105740,3603705,2204027,553.0,633.0
264,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery",2016,4818.0,4031,5825603.0,15.2,5922663,2940139,2982524,4140037,1098901,60386,506256,6776,110307,3657513,2265150,640.0,653.0
265,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery",2017,5852.0,3605,5925717.0,14.2,5995598,2973651,3021947,4174046,1118456,61116,521580,6770,113630,3683191,2312407,675.0,656.0
266,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery",2018,5875.0,4143,6014720.0,12.2,6056309,3001152,3055157,4199632,1138663,61780,532242,6809,117183,3702692,2353617,717.0,668.0
267,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery",2019,5519.0,3938,6068524.0,10.8,6129563,3035567,3093996,4236320,1158199,62688,544383,7031,120942,3728706,2400857,757.0,691.0
268,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery",2020,6103.0,3974,6139120.0,24.1,6204310,3071538,3132772,4272725,1179739,64032,555457,7131,125226,3756717,2447593,1081.0,720.0
269,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery",2021,6057.0,3047,6175396.0,18.2,6235443,3099788,3135655,4282322,1192696,65301,559063,7237,128824,3747884,2487559,1278.0,766.0
270,WA-500,Seattle/King,2007,2775.0,7902,1829115.0,3.1,1857506,926286,931220,1399696,116390,18255,248952,11879,62334,1717987,139519,258.0,218.0
271,WA-500,Seattle/King,2008,2912.0,8501,1847044.0,3.8,1884242,941727,942515,1411320,120326,18694,257464,12275,64163,1736780,147462,245.0,204.0
272,WA-500,Seattle/King,2009,3089.0,8952,1885857.0,7.0,1916441,958922,957519,1426855,124612,18761,267420,12764,66029,1761149,155292,239.0,227.0
273,WA-500,Seattle/King,2010,3382.0,9022,1910659.0,8.4,1931249,962090,969159,1396927,124232,20237,286648,15317,87888,1758871,172378,246.0,228.0
274,WA-500,Seattle/King,2011,4059.0,8972,1939640.0,7.5,1974499,982634,991865,1414377,128651,20733,302723,15657,92358,1796716,177783,236.0,248.0
275,WA-500,Seattle/King,2012,4225.0,8899,1978217.0,6.3,2011708,1001535,1010173,1429553,132606,21204,316319,16068,95958,1828765,182943,261.0,271.0
276,WA-500,Seattle/King,2013,4365.0,9106,2015022.0,4.4,2047967,1021099,1026868,1443868,135801,21765,330226,16641,99666,1858948,189019,282.0,255.0
277,WA-500,Seattle/King,2014,4687.0,8949,2050488.0,4.5,2086174,1041152,1045022,1456473,138729,22078,348382,17021,103491,1891667,194507,300.0,268.0
278,WA-500,Seattle/King,2015,6095.0,10122,2087764.0,4.1,2127372,1063251,1064121,1470752,142289,22249,367220,17507,107355,1927375,199997,285.0,252.0
279,WA-500,Seattle/King,2016,6259.0,10730,2120859.0,3.8,2167863,1085496,1082367,1483394,145643,22452,386670,18069,111635,1960548,207315,308.0,264.0
280,WA-500,Seattle/King,2017,7555.0,11643,2159702.0,3.6,2205001,1105832,1099169,1489973,149967,22704,408614,18305,115438,1991092,213909,335.0,269.0
281,WA-500,Seattle/King,2018,7561.0,12112,2203349.0,3.3,2228488,1119197,1109291,1486593,153905,22665,428450,18389,118486,2009856,218632,368.0,309.0
282,WA-500,Seattle/King,2019,7718.0,11199,2220662.0,2.7,2249653,1131500,1118153,1483604,157816,22776,445799,18559,121099,2025362,224291,414.0,320.0
283,WA-500,Seattle/King,2020,7980.0,11751,2241008.0,7.8,2274315,1145520,1128795,1482855,161627,22837,464002,18900,124094,2044645,229670,495.0,263.0
284,WA-500,Seattle/King,2021,7860.0,5183,2220605.0,4.3,2252305,1141102,1111203,1450858,162529,23024,471332,18840,125722,2020561,231744,667.0,295.0
