,STNAME,CoC Code,Coc,CTYNAME,FIPS code,Year,Drug Deaths
81,California,CA-501,San Francisco,San Francisco County,6075,2018,237.0
82,California,CA-501,San Francisco,San Francisco County,6075,2019,402.0
83,California,CA-501,San Francisco,San Francisco County,6075,2020,547.0
429,California,CA-501,San Francisco,San Francisco County,6075,2021,554.0
42,California,CA-500,San Jose/Santa Clara City & County,Santa Clara County,6085,2007,141.0
43,California,CA-500,San Jose/Santa Clara City & County,Santa Clara County,6085,2008,114.0
44,California,CA-500,San Jose/Santa Clara City & County,Santa Clara County,6085,2009,115.0
45,California,CA-500,San Jose/Santa Clara City & County,Santa Clara County,6085,2010,133.0
46,California,CA-500,San Jose/Santa Clara City & County,Santa Clara County,6085,2011,144.0
47,California,CA-500,San Jose/Santa Clara City & County,Santa Clara County,6085,2012,142.0
48,California,CA-500,San Jose/Santa Clara City & County,Santa Clara County,6085,2013,152.0
49,California,CA-500,San Jose/Santa Clara City & County,Santa Clara County,6085,2014,134.0
50,California,CA-500,San Jose/Santa Clara City & County,Santa Clara County,6085,2015,141.0
51,California,CA-500,San Jose/Santa Clara City & County,Santa Clara County,6085,2016,150.0
52,California,CA-500,San Jose/Santa Clara City & County,Santa Clara County,6085,2017,157.0
53,California,CA-500,San Jose/Santa Clara City & County,Santa Clara County,6085,2018,175.0
54,California,CA-500,San Jose/Santa Clara City & County,Santa Clara County,6085,2019,216.0
55,California,CA-500,San Jose/Santa Clara City & County,Santa Clara County,6085,2020,302.0
427,California,CA-500,San Jose/Santa Clara City & County,Santa Clara County,6085,2021,321.0
228,Massachusetts,MA-500,Boston,Suffolk County,25025,2007,136.0
229,Massachusetts,MA-500,Boston,Suffolk County,25025,2008,97.0
230,Massachusetts,MA-500,Boston,Suffolk County,25025,2009,126.0
231,Massachusetts,MA-500,Boston,Suffolk County,25025,2010,83.0
232,Massachusetts,MA-500,Boston,Suffolk County,25025,2011,98.0
233,Massachusetts,MA-500,Boston,Suffolk County,25025,2012,99.0
234,Massachusetts,MA-500,Boston,Suffolk County,25025,2013,128.0
235,Massachusetts,MA-500,Boston,Suffolk County,25025,2014,131.0
236,Massachusetts,MA-500,Boston,Suffolk County,25025,2015,189.0
237,Massachusetts,MA-500,Boston,Suffolk County,25025,2016,258.0
238,Massachusetts,MA-500,Boston,Suffolk County,25025,2017,275.0
239,Massachusetts,MA-500,Boston,Suffolk County,25025,2018,233.0
240,Massachusetts,MA-500,Boston,Suffolk County,25025,2019,248.0
241,Massachusetts,MA-500,Boston,Suffolk County,25025,2020,310.0
441,Massachusetts,MA-500,Boston,Suffolk County,25025,2021,337.0
396,Texas,TX-503,Austin/Travis County,Travis County,48453,2007,98.0
397,Texas,TX-503,Austin/Travis County,Travis County,48453,2008,80.0
398,Texas,TX-503,Austin/Travis County,Travis County,48453,2009,118.0
399,Texas,TX-503,Austin/Travis County,Travis County,48453,2010,120.0
400,Texas,TX-503,Austin/Travis County,Travis County,48453,2011,154.0
401,Texas,TX-503,Austin/Travis County,Travis County,48453,2012,156.0
402,Texas,TX-503,Austin/Travis County,Travis County,48453,2013,156.0
403,Texas,TX-503,Austin/Travis County,Travis County,48453,2014,131.0
404,Texas,TX-503,Austin/Travis County,Travis County,48453,2015,137.0
405,Texas,TX-503,Austin/Travis County,Travis County,48453,2016,147.0
406,Texas,TX-503,Austin/Travis County,Travis County,48453,2017,146.0
407,Texas,TX-503,Austin/Travis County,Travis County,48453,2018,162.0
408,Texas,TX-503,Austin/Travis County,Travis County,48453,2019,165.0
409,Texas,TX-503,Austin/Travis County,Travis County,48453,2020,216.0
453,Texas,TX-503,Austin/Travis County,Travis County,48453,2021,269.0
242,Michigan,MI-501,Detroit,Wayne County,26163,2007,279.0
243,Michigan,MI-501,Detroit,Wayne County,26163,2008,269.0
244,Michigan,MI-501,Detroit,Wayne County,26163,2009,306.0
245,Michigan,MI-501,Detroit,Wayne County,26163,2010,272.0
246,Michigan,MI-501,Detroit,Wayne County,26163,2011,278.0
247,Michigan,MI-501,Detroit,Wayne County,26163,2012,296.0
248,Michigan,MI-501,Detroit,Wayne County,26163,2013,386.0
249,Michigan,MI-501,Detroit,Wayne County,26163,2014,457.0
250,Michigan,MI-501,Detroit,Wayne County,26163,2015,577.0
251,Michigan,MI-501,Detroit,Wayne County,26163,2016,674.0
252,Michigan,MI-501,Detroit,Wayne County,26163,2017,756.0
253,Michigan,MI-501,Detroit,Wayne County,26163,2018,775.0
254,Michigan,MI-501,Detroit,Wayne County,26163,2019,756.0
255,Michigan,MI-501,Detroit,Wayne County,26163,2020,804.0
442,Michigan,MI-501,Detroit,Wayne County,26163,2021,911.0
